raw_index,id,title,url,decision,reason,reading_source_id,duplicate_of
214,arxiv:1801.06847,Monocular Imaging-based Autonomous Tracking for Low-cost Quad-rotor\n Design - TraQuad,https://doi.org/10.48550/arxiv.1801.06847,exclude_out_of_scope,"exclude_out_of_scope: UAV control/hardware/design/estimation work with no recovery policy, communication-loss behaviour or cross-autopilot execution",,
215,arxiv:2101.10113,ROS-NetSim: A Framework for the Integration of Robotic and Network Simulators,https://doi.org/10.48550/arxiv.2101.10113,exclude_out_of_scope,"exclude_out_of_scope: simulation, testing or communications infrastructure without a timed safety/configuration policy or recovery behaviour",,
216,arxiv:2208.02699,Ellipsis: Towards Efficient System Auditing for Real-Time Systems,https://doi.org/10.48550/arxiv.2208.02699,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
217,arxiv:2307.00194,A Requirements-Driven Platform for Validating Field Operations of Small Uncrewed Aerial Vehicles,https://doi.org/10.48550/arxiv.2307.00194,unresolved_metadata,requirements-driven platform validating sUAS field operations: relevance to timed safety policies unclear,C218,
218,arxiv:2501.11864,LLM-Agents Driven Automated Simulation Testing and Analysis of small Uncrewed Aerial Systems,https://doi.org/10.48550/arxiv.2501.11864,unresolved_metadata,LLM-agent driven simulation testing of sUAS: may test failsafe behaviour; abstract does not say,C219,
219,doi:10.1002/dac.5545,Convolutional neural network and unmanned aerial vehicle‐based public safety framework for human life protection,https://doi.org/10.1002/dac.5545,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
220,doi:10.1002/rob.20221,Maintaining network connectivity and performance in robot teams,https://doi.org/10.1002/rob.20221,exclude_out_of_scope,"exclude_out_of_scope: UAV-assisted network/communication recovery or throughput (UAV as relay/base station), not autopilot recovery",,
221,doi:10.1002/rse2.58,"Location, location, location: considerations when using lightweight drones in challenging environments",https://doi.org/10.1002/rse2.58,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
222,doi:10.1007/978-94-009-0429-3_14,Safety Integrity Management Using Expert Systems,https://doi.org/10.1007/978-94-009-0429-3_14,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
223,doi:10.1007/978-94-009-0429-3_2,Software Fault Tolerance,https://doi.org/10.1007/978-94-009-0429-3_2,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
224,doi:10.1007/s10515-024-00462-9,Automated system-level testing of unmanned aerial systems,https://doi.org/10.1007/s10515-024-00462-9,unresolved_metadata,automated system-level testing of UAS: may include failsafe scenarios; no abstract retained,C225,
225,doi:10.1007/s11069-021-05190-x,"Digital twin-driven intelligence disaster prevention and mitigation for infrastructure: advances, challenges, and opportunities",https://doi.org/10.1007/s11069-021-05190-x,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
226,doi:10.1007/s43926-025-00232-3,Backscatter communication and multi-agent reinforcement learning enable low-power digital twin system for rural elderly care,https://doi.org/10.1007/s43926-025-00232-3,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
227,doi:10.1016/j.ast.2019.105528,Reconfigurable Mission Plans for RPAS,https://doi.org/10.1016/j.ast.2019.105528,needs_full_text,reconfigurable mission plans for RPAS (contingency replanning; communication-loss recovery criterion),C228,
228,doi:10.1016/j.fmre.2024.08.002,Supply chain resilience: A review from the inventory management perspective,https://doi.org/10.1016/j.fmre.2024.08.002,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
229,doi:10.1016/j.iot.2022.100579,"The applications of Internet of Things in the automotive industry: A review of the batteries, fuel cells, and engines",https://doi.org/10.1016/j.iot.2022.100579,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
230,doi:10.1016/j.jss.2023.111904,The slow and the furious? Performance antipattern detection in Cyber–Physical Systems,https://doi.org/10.1016/j.jss.2023.111904,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
231,doi:10.1016/j.ssci.2021.105346,Planning remote sensing emergency services: Bridging the gap between remote sensing science and emergency practice in China,https://doi.org/10.1016/j.ssci.2021.105346,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
232,doi:10.1017/cbo9781316162378.001,General editors' preface,https://doi.org/10.1017/cbo9781316162378.001,exclude_out_of_scope,"exclude_out_of_scope: non-primary record (figure, decision letter, review, preface, programme, front matter, empty title)",,
233,doi:10.1017/cbo9781316162378.002,Preface,https://doi.org/10.1017/cbo9781316162378.002,exclude_out_of_scope,"exclude_out_of_scope: non-primary record (figure, decision letter, review, preface, programme, front matter, empty title)",,
234,doi:10.1017/cbo9781316162378.003,Relevant Statutory and Codified Provisions (in Translation),https://doi.org/10.1017/cbo9781316162378.003,exclude_out_of_scope,"exclude_out_of_scope: non-primary record (figure, decision letter, review, preface, programme, front matter, empty title)",,
235,doi:10.1017/cbo9781316162378.004,General introduction,https://doi.org/10.1017/cbo9781316162378.004,exclude_out_of_scope,"exclude_out_of_scope: non-primary record (figure, decision letter, review, preface, programme, front matter, empty title)",,
236,doi:10.1017/cbo9781316162378.005,Trapped in categories: On the history of compensation for immaterial damages in European contract law,https://doi.org/10.1017/cbo9781316162378.005,exclude_out_of_scope,"exclude_out_of_scope: non-primary record (figure, decision letter, review, preface, programme, front matter, empty title)",,
237,doi:10.1017/cbo9781316162378.006,Moral damages in the age of codification,https://doi.org/10.1017/cbo9781316162378.006,exclude_out_of_scope,"exclude_out_of_scope: non-primary record (figure, decision letter, review, preface, programme, front matter, empty title)",,
238,doi:10.1017/cbo9781316162378.007,The French awakening in the nineteenth century,https://doi.org/10.1017/cbo9781316162378.007,exclude_out_of_scope,"exclude_out_of_scope: non-primary record (figure, decision letter, review, preface, programme, front matter, empty title)",,
239,doi:10.1017/cbo9781316162378.008,English law: The search for non-pecuniary damages in a “historical system”,https://doi.org/10.1017/cbo9781316162378.008,exclude_out_of_scope,"exclude_out_of_scope: non-primary record (figure, decision letter, review, preface, programme, front matter, empty title)",,
240,doi:10.1017/cbo9781316162378.009,European contractual regimes: The contemporary approaches,https://doi.org/10.1017/cbo9781316162378.009,exclude_out_of_scope,"exclude_out_of_scope: non-primary record (figure, decision letter, review, preface, programme, front matter, empty title)",,
241,doi:10.1017/cbo9781316162378.010,"Questionnaire, national reports and commentary",https://doi.org/10.1017/cbo9781316162378.010,exclude_out_of_scope,"exclude_out_of_scope: non-primary record (figure, decision letter, review, preface, programme, front matter, empty title)",,
242,doi:10.1017/cbo9781316162378.011,Conclusions and observations,https://doi.org/10.1017/cbo9781316162378.011,exclude_out_of_scope,"exclude_out_of_scope: non-primary record (figure, decision letter, review, preface, programme, front matter, empty title)",,
243,doi:10.1017/cbo9781316162378.012,,https://doi.org/10.1017/cbo9781316162378.012,exclude_out_of_scope,"exclude_out_of_scope: non-primary record (figure, decision letter, review, preface, programme, front matter, empty title)",,
244,doi:10.1017/cbo9781316162378.013,General Bibliography,https://doi.org/10.1017/cbo9781316162378.013,exclude_out_of_scope,"exclude_out_of_scope: non-primary record (figure, decision letter, review, preface, programme, front matter, empty title)",,
245,doi:10.1017/cbo9781316162378.014,Books in THE COMMON CORE OF EUROPEAN PRIVATE LAW series,https://doi.org/10.1017/cbo9781316162378.014,exclude_out_of_scope,"exclude_out_of_scope: non-primary record (figure, decision letter, review, preface, programme, front matter, empty title)",,
246,doi:10.1017/s0373463313000337,Introducing Unmanned Aircraft Systems into a High Reliability ATC System,https://doi.org/10.1017/s0373463313000337,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
247,doi:10.1109/access.2019.2933661,An Adaptive Whale Optimization Algorithm Using Gaussian Distribution Strategies and Its Application in Heterogeneous UCAVs Task Allocation,https://doi.org/10.1109/access.2019.2933661,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
248,doi:10.1109/access.2020.2992341,"A Comprehensive Review of the COVID-19 Pandemic and the Role of IoT, Drones, AI, Blockchain, and 5G in Managing its Impact",https://doi.org/10.1109/access.2020.2992341,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
249,doi:10.1109/access.2021.3049433,Experimental Evaluation of a Team of Multiple Unmanned Aerial Vehicles for Cooperative Construction,https://doi.org/10.1109/access.2021.3049433,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
250,doi:10.1109/access.2021.3103680,Human Centric Digital Transformation and Operator 4.0 for the Oil and Gas Industry,https://doi.org/10.1109/access.2021.3103680,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
251,doi:10.1109/access.2022.3183989,Toward Integrating Intelligence and Programmability in Open Radio Access Networks: A Comprehensive Survey,https://doi.org/10.1109/access.2022.3183989,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
252,doi:10.1109/icuas.2015.7152300,Certification considerations for adaptive systems,https://doi.org/10.1109/icuas.2015.7152300,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
253,doi:10.1109/icuas.2019.8797932,ICUAS 2019 Final Program,https://doi.org/10.1109/icuas.2019.8797932,exclude_out_of_scope,"exclude_out_of_scope: non-primary record (figure, decision letter, review, preface, programme, front matter, empty title)",,
254,doi:10.1109/icuas51884.2021.9476682,2021 International Conference on Unmanned Aircraft Systems - Final program,https://doi.org/10.1109/icuas51884.2021.9476682,exclude_out_of_scope,"exclude_out_of_scope: non-primary record (figure, decision letter, review, preface, programme, front matter, empty title)",,
255,doi:10.1109/icuas51884.2021.9476814,OpenUAS Version 1.0,https://doi.org/10.1109/icuas51884.2021.9476814,exclude_out_of_scope,"exclude_out_of_scope: simulation, testing or communications infrastructure without a timed safety/configuration policy or recovery behaviour",,
256,doi:10.1111/jbl.12345,Exploring blockchain for disaster prevention and relief: A comprehensive framework based on industry case studies,https://doi.org/10.1111/jbl.12345,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
257,doi:10.1117/12.2274009.5581292190001,,https://doi.org/10.1117/12.2274009.5581292190001,exclude_out_of_scope,"exclude_out_of_scope: non-primary record (figure, decision letter, review, preface, programme, front matter, empty title)",,
258,doi:10.1145/3597503.3639186,An Exploratory Investigation of Log Anomalies in Unmanned Aerial Vehicles,https://doi.org/10.1145/3597503.3639186,exclude_out_of_scope,"exclude_out_of_scope: simulation, testing or communications infrastructure without a timed safety/configuration policy or recovery behaviour",,
259,doi:10.1145/3728904,RouthSearch: Inferring PID Parameter Specification for Flight Control Program by Coordinate Search,https://doi.org/10.1145/3728904,duplicate_identifier,"publisher DOI alias of row 1 (same work, inspected as U4)",U4,1
260,doi:10.1177/09670106241265636,Late modern war and the geos : The ecological ‘beforemaths’ of advanced military technologies,https://doi.org/10.1177/09670106241265636,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
261,doi:10.12794/metadc2416009,Intrusion Detection System for Drones,https://doi.org/10.12794/metadc2416009,exclude_out_of_scope,exclude_out_of_scope: security attack or protocol hardening without recovery-behaviour evaluation,,
262,doi:10.1613/jair.1112,Interactive Execution Monitoring of Agent Teams,https://doi.org/10.1613/jair.1112,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
263,doi:10.17918/00011406,Drone emergency response data collection system,https://doi.org/10.17918/00011406,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
264,doi:10.20944/preprints202603.0528.v1,A Survey-Driven Framework for Autonomous Mobile Robot Navigation Systems: The Perception–Cognition–Operation (PCO) Approach,https://doi.org/10.20944/preprints202603.0528.v1,exclude_out_of_scope,"exclude_out_of_scope: survey, review, tutorial or education material (not primary evidence)",,
265,doi:10.21203/rs.3.rs-3668418/v1,Applying Formal Methods to Build a Safe Continuous-Control Architecture for an Unmanned Aerial Vehicle,https://doi.org/10.21203/rs.3.rs-3668418/v1,unresolved_metadata,formal methods for a safe continuous-control UAV architecture: recovery/safety-policy relevance unclear; no abstract retained,C266,
266,doi:10.2514/6.2026-2892,A Survey of Security Challenges and Solutions for UAS Traffic Management (UTM) and Small Unmanned Aerial Systems (sUAS),https://doi.org/10.2514/6.2026-2892,exclude_out_of_scope,"exclude_out_of_scope: survey, review, tutorial or education material (not primary evidence)",,
267,doi:10.30657/pea.2021.27.10,Agri-Food 4.0 and Innovations: Revamping the Supply Chain Operations,https://doi.org/10.30657/pea.2021.27.10,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
268,doi:10.32604/cmc.2022.019419,A Secure Communication Protocol for Unmanned Aerial Vehicles,https://doi.org/10.32604/cmc.2022.019419,exclude_out_of_scope,exclude_out_of_scope: security attack or protocol hardening without recovery-behaviour evaluation,,
269,doi:10.3384/lic.diva-152488,On Subscale Flight Testing : Applications in Aircraft Conceptual Design,https://doi.org/10.3384/lic.diva-152488,exclude_out_of_scope,"exclude_out_of_scope: UAV control/hardware/design/estimation work with no recovery policy, communication-loss behaviour or cross-autopilot execution",,
270,doi:10.3389/fenrg.2023.1258044,"Transitioning to sustainable energy: opportunities, challenges, and the potential of blockchain technology",https://doi.org/10.3389/fenrg.2023.1258044,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
271,doi:10.3390/app11114823,Post-Flood Risk Management and Resilience Building Practices: A Case Study,https://doi.org/10.3390/app11114823,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
272,doi:10.3390/app16094187,Adaptive Data-Driven Control of Autonomous Underwater Vehicles: Bridging the Gap Between Simulation and Experimental Baseline via LSTM-MPC,https://doi.org/10.3390/app16094187,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
273,doi:10.3390/batteries11110426,"Advances in Battery Modeling and Management Systems: A Comprehensive Review of Techniques, Challenges, and Future Perspectives",https://doi.org/10.3390/batteries11110426,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
274,doi:10.3390/bdcc4040040,Big Data and Actuarial Science,https://doi.org/10.3390/bdcc4040040,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
275,doi:10.3390/buildings14072110,Digital Management Methodology for Building Production Optimization through Digital Twin and Artificial Intelligence Integration,https://doi.org/10.3390/buildings14072110,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
276,doi:10.3390/drones6070184,A Unified Airspace Risk Management Framework for UAS Operations,https://doi.org/10.3390/drones6070184,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
277,doi:10.3390/electronics10192377,Reliable Internet of Things: Challenges and Future Trends,https://doi.org/10.3390/electronics10192377,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
278,doi:10.3390/electronics15061204,"Securing Unmanned Devices in Critical Infrastructure: A Survey of Hardware, Network, and Swarm Intelligence",https://doi.org/10.3390/electronics15061204,exclude_out_of_scope,"exclude_out_of_scope: survey, review, tutorial or education material (not primary evidence)",,
279,doi:10.3390/fire6110419,Optimizing Drone-Based Surface Models for Prescribed Fire Monitoring,https://doi.org/10.3390/fire6110419,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
280,doi:10.3390/jcp5020016,Decentralized Blockchain-Based Authentication and Interplanetary File System-Based Data Management Protocol for Internet of Things Using Ascon,https://doi.org/10.3390/jcp5020016,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
281,doi:10.3390/jmse12060919,Comprehensive Analysis of Maritime Cybersecurity Landscape Based on the NIST CSF v2.0,https://doi.org/10.3390/jmse12060919,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
282,doi:10.3390/jmse9020112,Perspectives on Cyber Security for Offshore Oil and Gas Assets,https://doi.org/10.3390/jmse9020112,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
283,doi:10.3390/rs12061001,Current Practices in UAS-based Environmental Monitoring,https://doi.org/10.3390/rs12061001,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
284,doi:10.3390/s24113349,A Review on the State of the Art in Copter Drones and Flight Control Systems,https://doi.org/10.3390/s24113349,exclude_out_of_scope,"exclude_out_of_scope: survey, review, tutorial or education material (not primary evidence)",,
285,doi:10.3390/su18010461,"A Comprehensive Review of Building the Resilience of Low-Altitude Logistics: Key Issues, Challenges, and Strategies",https://doi.org/10.3390/su18010461,exclude_out_of_scope,"exclude_out_of_scope: survey, review, tutorial or education material (not primary evidence)",,
286,doi:10.33915/etd.6015,Fault Tolerance Analysis of L1 Adaptive Control System for Unmanned Aerial Vehicles,https://doi.org/10.33915/etd.6015,exclude_out_of_scope,"exclude_out_of_scope: UAV control/hardware/design/estimation work with no recovery policy, communication-loss behaviour or cross-autopilot execution",,
287,doi:10.3403/02985353,Information technology. Multimedia content description interface,https://doi.org/10.3403/02985353,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
288,doi:10.3403/02985353u,Information technology. Multimedia content description interface,https://doi.org/10.3403/02985353u,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
289,doi:10.3403/30091293,Communication networks and systems in substations,https://doi.org/10.3403/30091293,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
290,doi:10.3403/30109229,Information technology. Multimedia content description interface,https://doi.org/10.3403/30109229,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
291,doi:10.3403/30293073,Assembly tools for screws and nuts. Hand torque tools,https://doi.org/10.3403/30293073,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
292,doi:10.3403/30293073u,Assembly tools for screws and nuts. Hand torque tools,https://doi.org/10.3403/30293073u,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
293,doi:10.3403/30404477,Building automation and control systems (BACS),https://doi.org/10.3403/30404477,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
294,doi:10.37868/dss.v7.id327,Cyber-electronic warfare threats to UAS: comparative analysis and adaptive resilience framework,https://doi.org/10.37868/dss.v7.id327,exclude_out_of_scope,exclude_out_of_scope: security attack or protocol hardening without recovery-behaviour evaluation,,
295,doi:10.5120/ijca2017915964,An Autonomous Unmanned Aerial Security Surveillance System to Enhance Security in Remote Territories,https://doi.org/10.5120/ijca2017915964,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
296,doi:10.51593/20200089,Harnessed Lightning: How the Chinese Military is Adopting Artificial Intelligence,https://doi.org/10.51593/20200089,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
297,doi:10.5281/zenodo.7687699,BUBBLES Validation Report,https://doi.org/10.5281/zenodo.7687699,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
298,doi:10.54499/2023.05369.bd,,https://doi.org/10.54499/2023.05369.bd,exclude_out_of_scope,"exclude_out_of_scope: non-primary record (figure, decision letter, review, preface, programme, front matter, empty title)",,
299,doi:10.55248/gengpi.6.0625.2358,Drone-Based Detection Systems for Resource Exploration,https://doi.org/10.55248/gengpi.6.0625.2358,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
300,doi:10.70470/shifra/2025/001,A Survey on Artificial Intelligence and Blockchain Applications in Cybersecurity for Smart Cities,https://doi.org/10.70470/shifra/2025/001,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
301,doi:10.7302/3025,Vision-Based Control of Unmanned Aerial Vehicles for Automated Structural Monitoring and Geo-Structural Analysis of Civil Infrastructure Systems,https://doi.org/10.7302/3025,exclude_out_of_scope,"exclude_out_of_scope: UAV application, planning or task-allocation work without autopilot recovery behaviour",,
302,https://openalex.org/w1545821427,High Altitude Electromagnetic Pulse (HEMP) and High Power Microwave (HPM) Devices: Threat Assessments,https://openalex.org/W1545821427,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
303,https://openalex.org/w178530184,The Hidden Human Factors in Unmanned Aerial Vehicles,https://openalex.org/W178530184,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
304,https://openalex.org/w1822274696,Unmanned Aerial Vehicles: Background and Issues for Congress,https://openalex.org/W1822274696,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
305,https://openalex.org/w2143256764,A decision support model for valuing proposed improvements in component reliability,https://openalex.org/W2143256764,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
306,https://openalex.org/w2941449765,Design and implementation of a model predictive control on a pixhawk flight controller.,https://openalex.org/W2941449765,exclude_out_of_scope,"exclude_out_of_scope: UAV control/hardware/design/estimation work with no recovery policy, communication-loss behaviour or cross-autopilot execution",,
307,https://openalex.org/w3024624663,Control architecture and path planning for quadcopters in formation,https://openalex.org/W3024624663,exclude_out_of_scope,"exclude_out_of_scope: UAV control/hardware/design/estimation work with no recovery policy, communication-loss behaviour or cross-autopilot execution",,
308,https://openalex.org/w3045442228,Hardware-Aided Privacy Protection and Cyber Defense for IoT,https://openalex.org/W3045442228,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
309,https://openalex.org/w3170317991,2020 NASA Technology Taxonomy,https://openalex.org/W3170317991,exclude_out_of_scope,exclude_out_of_scope: unrelated domain (not UAV autopilot software); criterion: unrelated domains excluded,,
310,https://openalex.org/w7112473331,Drone inişine yönelik görüş tabanlı kalite farkındalığında otonom navigasyon ve haritalama için bir kontrol teorisi yaklaşımı,https://openalex.org/W7112473331,exclude_out_of_scope,"exclude_out_of_scope: UAV control/hardware/design/estimation work with no recovery policy, communication-loss behaviour or cross-autopilot execution",,
311,https://openalex.org/w7112602710,AERO: A Neo-Darwinian Approach to Time-Energy Optimal Behavioral Robotics,https://openalex.org/W7112602710,exclude_out_of_scope,"exclude_out_of_scope: UAV control/hardware/design/estimation work with no recovery policy, communication-loss behaviour or cross-autopilot execution",,
312,https://openalex.org/w7125356201,Contrôle par apprentissage par renforcement d'un drone à voilure fixe sous perturbations de vent,https://openalex.org/W7125356201,exclude_out_of_scope,"exclude_out_of_scope: UAV control/hardware/design/estimation work with no recovery policy, communication-loss behaviour or cross-autopilot execution",,
313,https://openalex.org/w7133100854,"Виявлення вразливостей за допомогою великих мовних моделей у програмних рішеннях, орієнтованих на беспілотні літальні апарати",https://openalex.org/W7133100854,exclude_out_of_scope,exclude_out_of_scope: security attack or protocol hardening without recovery-behaviour evaluation,,
314,https://openalex.org/w7160731678,トンボプロペラ搭載型衝突許容ドローンの実現に向けた研究：モデリング・センシング・制御,https://openalex.org/W7160731678,exclude_out_of_scope,"exclude_out_of_scope: UAV control/hardware/design/estimation work with no recovery policy, communication-loss behaviour or cross-autopilot execution",,
315,https://openalex.org/w7165500865,Technology for FPV drone,https://openalex.org/W7165500865,exclude_out_of_scope,"exclude_out_of_scope: survey, review, tutorial or education material (not primary evidence)",,
316,https://openalex.org/w7172474767,Anomaly management in unmanned aerial vehicles: A systematic literature review,https://openalex.org/W7172474767,exclude_out_of_scope,"exclude_out_of_scope: survey, review, tutorial or education material (not primary evidence)",,
