db,id,year,title,venue,type,url,query,already_screened_d01,triage_score,triage_terms
openalex,doi:10.1371/journal.pone.0316431,2025,Pre-siting of UAV stations for traffic accident assessment considering road dispersion,PLoS ONE,article,https://doi.org/10.1371/journal.pone.0316431,UAV communication loss contingency recovery contract,False,1,uav
openalex,doi:10.3390/drones5040103,2021,Precision Landing for Low-Maintenance Remote Operations with UAVs,Drones,article,https://doi.org/10.3390/drones5040103,PX4 ArduPilot recovery benchmark,False,1,uav
openalex,doi:10.3390/app16021143,2026,Proactive Path Planning Using Centralized UAV-UGV Coordination in Semi-Structured Agricultural Environments,Applied Sciences,article,https://doi.org/10.3390/app16021143,PX4 ArduPilot recovery benchmark,False,1,uav
openalex,arxiv:2607.17951,2026,RT-SHCUA: Real-Time Self-Hosted Computer-Use Agent for UAV Control,arXiv (Cornell University),preprint,https://arxiv.org/abs/2607.17951,PX4 ArduPilot recovery benchmark,False,1,uav
openalex,https://openalex.org/W7202066013,2026,Resilient Drone Swarm Control: Manual Leader-Follower Architecture with Autonomous Failover and Reconfiguration,Open Repository of the University of Porto (University of Porto),dissertation,https://hdl.handle.net/10216/176113,PX4 ArduPilot failsafe differential testing,False,1,configuration
openalex,doi:10.3390/app16073339,2026,Secure Communication Protocols and AI-Based Anomaly Detection in UAV-GCS,Applied Sciences,article,https://doi.org/10.3390/app16073339,UAV communication loss contingency recovery contract,False,1,uav
openalex,doi:10.1109/seams59076.2023.00030,2023,Self-Adaptive Mechanisms for Misconfigurations in Small Uncrewed Aerial Systems,,conference-paper,https://doi.org/10.1109/seams59076.2023.00030,UAV autopilot failsafe configuration testing fuzzing,False,1,configuration
openalex,doi:10.2514/6.2008-484,2008,Service Abstraction Layer for UAV Flexible Application Development,46th AIAA Aerospace Sciences Meeting and Exhibit,conference-paper,https://doi.org/10.2514/6.2008-484,UAV communication loss contingency recovery contract,False,1,uav
openalex,doi:10.25172/jalc.71.3.5,2006,The UAV and the Current and Future Regulatory Construct for Integration into the National Airspace System,Journal of Air Law and Commerce,article,https://doi.org/10.25172/jalc.71.3.5,UAV communication loss contingency recovery contract,False,1,uav
openalex,https://openalex.org/W2791660759,2012,The UAV logger as a potential alternative for timber transportation in the Canadian boreal forest,Mspace (University of Manitoba),dissertation,http://hdl.handle.net/1993/8252,UAV communication loss contingency recovery contract,False,1,uav
openalex,doi:10.1109/icuas60882.2024.10556983,2024,Towards Autonomous Multi-UAV U-Space Operation Planning,,conference-paper,https://doi.org/10.1109/icuas60882.2024.10556983,multicopter failsafe behaviour conformance testing simulation,False,1,uav
openalex,doi:10.54660/ijmer.2022.3.1.90-109,2025,UAV and Computer Vision Integration for Automated Pavement Distress Detection and Classification,International Journal of Multidisciplinary Evolutionary Research,article,https://doi.org/10.54660/ijmer.2022.3.1.90-109,UAV communication loss contingency recovery contract,False,1,uav
openalex,doi:10.1002/rob.70344,2026,UAV‐Based Precision Seed Dropping for Automated Reforestation,Journal of Field Robotics,article,https://doi.org/10.1002/rob.70344,PX4 ArduPilot failsafe differential testing,False,1,uav
openalex,arxiv:2603.04662,2026,When Connectivity Is Not Enough: Cross-Layer Attacks on UAV C2 over 5G,arXiv (Cornell University),preprint,https://arxiv.org/abs/2603.04662,UAV autopilot failsafe configuration testing fuzzing,False,1,uav
openalex,https://openalex.org/W7123379820,2025,"Ανάπτυξη ολοκληρωμένου συστήματος επιτήρησης με χρήση αυτόνομων UAV μέσω edge computing, δικτυακής ασφάλειας και ενσωματωμένης τεχνητής νοημοσύνης",University of Thessaly Institutional Repository (University of Thessaly),dissertation,http://hdl.handle.net/11615/87498,PX4 ArduPilot failsafe differential testing,False,1,uav
arxiv,arxiv:2503.05378,2025,A Survey on Web Testing: On the Rise of AI and Applications in Industry,,,https://arxiv.org/abs/2503.05378,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:1812.11470,2018,A Systematic Literature Review of Automated Techniques for Functional GUI Testing of Mobile Applications,,,https://arxiv.org/abs/1812.11470,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:2601.02325,2026,"A translation of ""What is differential geometry: curves and surfaces""",,,https://arxiv.org/abs/2601.02325,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:1302.7153,2013,Agent-based simulation of pedestrian behaviour in closed spaces: a museum case study,,,https://arxiv.org/abs/1302.7153,multicopter failsafe behaviour conformance testing simulation,False,0,
arxiv,arxiv:1805.06925,2018,Applications of integral transforms composition method (ITCM) to wave-type singular differential equations and index shift transmutations,,,https://arxiv.org/abs/1805.06925,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:2512.23445,2025,Assessing behaviour coverage in a multi-agent system simulation for autonomous vehicle testing,,,https://arxiv.org/abs/2512.23445,multicopter failsafe behaviour conformance testing simulation,False,0,
arxiv,arxiv:1707.07549,2017,Bonnet's type theorems in the relative differential geometry of the 4-dimensional space,,,https://arxiv.org/abs/1707.07549,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:2302.03287,2023,ChatGPT and Software Testing Education: Promises & Perils,,,https://arxiv.org/abs/2302.03287,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:1001.2170,2010,Comparing Simulation Output Accuracy of Discrete Event and Agent Based Models: A Quantitive Approach,,,https://arxiv.org/abs/1001.2170,multicopter failsafe behaviour conformance testing simulation,False,0,
arxiv,arxiv:1108.3235,2011,Comparing System Dynamics and Agent-Based Simulation for Tumour Growth and its Interactions with Effector Cells,,,https://arxiv.org/abs/1108.3235,multicopter failsafe behaviour conformance testing simulation,False,0,
arxiv,arxiv:1604.06581,2016,DISSECT-CF: a simulator to foster energy-aware scheduling in infrastructure clouds,,,https://arxiv.org/abs/1604.06581,multicopter failsafe behaviour conformance testing simulation,False,0,
arxiv,arxiv:1912.04900,2019,Datamorphic Testing: A Methodology for Testing AI Applications,,,https://arxiv.org/abs/1912.04900,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:1011.6663,2010,Differential K-theory. A survey,,,https://arxiv.org/abs/1011.6663,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:1104.4084,2011,"Differential Spaces, Vector Fields, and Orbit-Type Stratifications",,,https://arxiv.org/abs/1104.4084,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:1710.08122,2017,Differential galois theory and mechanics,,,https://arxiv.org/abs/1710.08122,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:2310.19043,2023,Differentially Private Permutation Tests,,,https://arxiv.org/abs/2310.19043,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:0504358,2005,Discrete differential geometry. Consistency as integrability,,,https://arxiv.org/abs/0504358,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:1206.3996,2012,Existence and Uniqueness of Solution to a Functional Integro-differential Fractional Equation,,,https://arxiv.org/abs/1206.3996,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:0809.2174,2008,Exterior Differential Systems for Yang-Mills Theories,,,https://arxiv.org/abs/0809.2174,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:0609097,2006,F.A.S.T. - Floor field- and Agent-based Simulation Tool,,,https://arxiv.org/abs/0609097,multicopter failsafe behaviour conformance testing simulation,False,0,
arxiv,arxiv:1504.08134,2015,Galoisian Methods for Testing Irreducibility of Order Two Nonlinear Differential Equations,,,https://arxiv.org/abs/1504.08134,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:1506.08099,2015,Holomorphic vector fields and quadratic differentials on planar triangular meshes,,,https://arxiv.org/abs/1506.08099,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:1311.1147,2013,Intersection between the geometry of generalized Lie algebroids and some aspects of interior and exterior differential systems,,,https://arxiv.org/abs/1311.1147,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:1003.4141,2010,Investigating Output Accuracy for a Discrete Event Simulation Model and an Agent Based Simulation Model,,,https://arxiv.org/abs/1003.4141,multicopter failsafe behaviour conformance testing simulation,False,0,
arxiv,arxiv:1204.6613,2012,Maximum principles for boundary-degenerate second-order linear elliptic differential operators,,,https://arxiv.org/abs/1204.6613,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:1205.1866,2012,Microcontroller Based Testing of Digital IP-Core,,,https://arxiv.org/abs/1205.1866,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:1006.3652,2010,Modelling Reactive and Proactive Behaviour in Simulation,,,https://arxiv.org/abs/1006.3652,multicopter failsafe behaviour conformance testing simulation,False,0,
arxiv,arxiv:1003.3766,2010,Modelling and simulating retail management practices: a first approach,,,https://arxiv.org/abs/1003.3766,multicopter failsafe behaviour conformance testing simulation,False,0,
arxiv,arxiv:9703050,1997,Monte Carlo Simulation of Quantum Computation,,,https://arxiv.org/abs/9703050,multicopter failsafe behaviour conformance testing simulation,False,0,
arxiv,arxiv:1912.09881,2019,Morphy: A Datamorphic Software Test Automation Tool,,,https://arxiv.org/abs/1912.09881,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:2108.13296,2021,Multi-Agent Simulation for AI Behaviour Discovery in Operations Research,,,https://arxiv.org/abs/2108.13296,multicopter failsafe behaviour conformance testing simulation,False,0,
arxiv,arxiv:2605.25101,2026,Multi-Agent Specification-based Metamorphic Testing of FMU-Based Simulations,,,https://arxiv.org/abs/2605.25101,multicopter failsafe behaviour conformance testing simulation,False,0,
arxiv,arxiv:1403.8110,2014,Note on a Nonlinear Differential Equation,,,https://arxiv.org/abs/1403.8110,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:2312.14449,2023,On the Borel summability of formal solutions of certain higher-order linear ordinary differential equations,,,https://arxiv.org/abs/2312.14449,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:1003.3775,2010,Optimisation of a Crossdocking Distribution Centre Simulation Model,,,https://arxiv.org/abs/1003.3775,multicopter failsafe behaviour conformance testing simulation,False,0,
arxiv,arxiv:1804.08515,2018,Planarly branched rough paths and rough differential equations on homogeneous spaces,,,https://arxiv.org/abs/1804.08515,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:1005.4095,2010,Regularity analysis for stochastic partial differential equations with nonlinear multiplicative trace class noise,,,https://arxiv.org/abs/1005.4095,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:1506.03252,2015,Rough differential equations driven by signals in Besov spaces,,,https://arxiv.org/abs/1506.03252,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:1210.6727,2012,Schauder a priori estimates and regularity of solutions to boundary-degenerate elliptic linear second-order partial differential equations,,,https://arxiv.org/abs/1210.6727,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:1012.4712,2010,Service-Oriented Simulation Framework: An Overview and Unifying Methodology,,,https://arxiv.org/abs/1012.4712,multicopter failsafe behaviour conformance testing simulation,False,0,
arxiv,arxiv:1003.3784,2010,Simulating Customer Experience and Word Of Mouth in Retail - A Case Study,,,https://arxiv.org/abs/1003.3784,multicopter failsafe behaviour conformance testing simulation,False,0,
arxiv,arxiv:2206.02528,2022,Simulating Delay in Seeking Treatment for Stroke due to COVID-19 Concerns with a Hybrid Agent-Based and Equation-Based Model,,,https://arxiv.org/abs/2206.02528,multicopter failsafe behaviour conformance testing simulation,False,0,
arxiv,arxiv:2409.00742,2024,Simulation of Social Media-Driven Bubble Formation in Financial Markets using an Agent-Based Model with Hierarchical Influence Network,,,https://arxiv.org/abs/2409.00742,multicopter failsafe behaviour conformance testing simulation,False,0,
arxiv,arxiv:2012.10726,2020,Stability and oscillation of linear delay differential equations,,,https://arxiv.org/abs/2012.10726,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:1210.5831,2012,Stability of a critical nonlinear neutral delay differential equation,,,https://arxiv.org/abs/1210.5831,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:1506.01230,2015,Stability of solutions to stochastic partial differential equations,,,https://arxiv.org/abs/1506.01230,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:2308.04730,2023,State-dependent Delay Differential Equations on $H^1$,,,https://arxiv.org/abs/2308.04730,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:1202.4527,2012,Study Paper on Test Case generation for GUI Based Testing,,,https://arxiv.org/abs/1202.4527,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:1407.0577,2014,Systematic Derivation of Behaviour Characterisations in Evolutionary Robotics,,,https://arxiv.org/abs/1407.0577,multicopter failsafe behaviour conformance testing simulation,False,0,
arxiv,arxiv:1510.05851,2015,Tangent Maps and Tangent Groupoid for Carnot Manifolds,,,https://arxiv.org/abs/1510.05851,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:0802.1668,2008,"The STARFLAG handbook on collective animal behaviour: Part I, empirical methods",,,https://arxiv.org/abs/0802.1668,multicopter failsafe behaviour conformance testing simulation,False,0,
arxiv,arxiv:0802.1674,2008,"The STARFLAG handbook on collective animal behaviour: Part II, three-dimensional analysis",,,https://arxiv.org/abs/0802.1674,multicopter failsafe behaviour conformance testing simulation,False,0,
arxiv,arxiv:2403.16981,2024,The Sample Complexity of Simple Binary Hypothesis Testing,,,https://arxiv.org/abs/2403.16981,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:2406.19956,2024,Three Scores and 15 Years (1948-2023) of Rao's Score Test: A Brief History,,,https://arxiv.org/abs/2406.19956,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:2405.13786,2024,Towards Explainable Test Case Prioritisation with Learning-to-Rank Models,,,https://arxiv.org/abs/2405.13786,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:2004.03322,2020,Variable pool testing for infection spread estimation,,,https://arxiv.org/abs/2004.03322,PX4 ArduPilot failsafe differential testing,False,0,
arxiv,arxiv:2609.03760,2026,Virtual Testing of Automated Driving Systems through Credible Simulations,,,https://arxiv.org/abs/2609.03760,multicopter failsafe behaviour conformance testing simulation,False,0,
arxiv,arxiv:2104.08203,2021,Why Machine Learning Integrated Patient Flow Simulation?,,,https://arxiv.org/abs/2104.08203,multicopter failsafe behaviour conformance testing simulation,False,0,
crossref,doi:10.1117/12.2274009.5581292190001,,,,component,https://doi.org/10.1117/12.2274009.5581292190001,PX4 ArduPilot failsafe differential testing,False,0,
crossref,doi:10.1017/cbo9781316162378.012,2015,,The Recovery of Non-Pecuniary Loss in European Contract Law,other,https://doi.org/10.1017/cbo9781316162378.012,UAV communication loss contingency recovery contract,False,0,
crossref,doi:10.54499/2023.05369.bd,2024,,,grant,https://doi.org/10.54499/2023.05369.bd,multicopter failsafe behaviour conformance testing simulation,False,0,
crossref,doi:10.3403/30293073,,Assembly tools for screws and nuts. Hand torque tools,,standard,https://doi.org/10.3403/30293073,multicopter failsafe behaviour conformance testing simulation,False,0,
crossref,doi:10.3403/30293073u,,Assembly tools for screws and nuts. Hand torque tools,,standard,https://doi.org/10.3403/30293073u,multicopter failsafe behaviour conformance testing simulation,False,0,
crossref,doi:10.1017/cbo9781316162378.014,2015,Books in THE COMMON CORE OF EUROPEAN PRIVATE LAW series,The Recovery of Non-Pecuniary Loss in European Contract Law,other,https://doi.org/10.1017/cbo9781316162378.014,UAV communication loss contingency recovery contract,False,0,
crossref,doi:10.3403/30091293,,Communication networks and systems in substations,,standard,https://doi.org/10.3403/30091293,multicopter failsafe behaviour conformance testing simulation,False,0,
crossref,doi:10.1017/cbo9781316162378.011,2015,Conclusions and observations,The Recovery of Non-Pecuniary Loss in European Contract Law,book-chapter,https://doi.org/10.1017/cbo9781316162378.011,UAV communication loss contingency recovery contract,False,0,
crossref,doi:10.1017/cbo9781316162378.008,2015,English law: The search for non-pecuniary damages in a “historical system”,The Recovery of Non-Pecuniary Loss in European Contract Law,book-chapter,https://doi.org/10.1017/cbo9781316162378.008,UAV communication loss contingency recovery contract,False,0,
crossref,doi:10.1017/cbo9781316162378.009,2015,European contractual regimes: The contemporary approaches,The Recovery of Non-Pecuniary Loss in European Contract Law,book-chapter,https://doi.org/10.1017/cbo9781316162378.009,UAV communication loss contingency recovery contract,False,0,
crossref,doi:10.1017/cbo9781316162378.013,2015,General Bibliography,The Recovery of Non-Pecuniary Loss in European Contract Law,book-chapter,https://doi.org/10.1017/cbo9781316162378.013,UAV communication loss contingency recovery contract,False,0,
crossref,doi:10.1017/cbo9781316162378.001,,General editors' preface,The Recovery of Non-Pecuniary Loss in European Contract Law,book-chapter,https://doi.org/10.1017/cbo9781316162378.001,UAV communication loss contingency recovery contract,False,0,
crossref,doi:10.1017/cbo9781316162378.004,2015,General introduction,The Recovery of Non-Pecuniary Loss in European Contract Law,book-chapter,https://doi.org/10.1017/cbo9781316162378.004,UAV communication loss contingency recovery contract,False,0,
crossref,doi:10.3403/02985353u,,Information technology. Multimedia content description interface,,standard,https://doi.org/10.3403/02985353u,multicopter failsafe behaviour conformance testing simulation,False,0,
crossref,doi:10.3403/30109229,,Information technology. Multimedia content description interface,,standard,https://doi.org/10.3403/30109229,multicopter failsafe behaviour conformance testing simulation,False,0,
crossref,doi:10.3403/02985353,,Information technology. Multimedia content description interface,,standard,https://doi.org/10.3403/02985353,multicopter failsafe behaviour conformance testing simulation,False,0,
crossref,doi:10.1017/cbo9781316162378.006,2015,Moral damages in the age of codification,The Recovery of Non-Pecuniary Loss in European Contract Law,book-chapter,https://doi.org/10.1017/cbo9781316162378.006,UAV communication loss contingency recovery contract,False,0,
crossref,doi:10.1017/cbo9781316162378.002,,Preface,The Recovery of Non-Pecuniary Loss in European Contract Law,book-chapter,https://doi.org/10.1017/cbo9781316162378.002,UAV communication loss contingency recovery contract,False,0,
crossref,doi:10.1017/cbo9781316162378.010,2015,"Questionnaire, national reports and commentary",The Recovery of Non-Pecuniary Loss in European Contract Law,book-chapter,https://doi.org/10.1017/cbo9781316162378.010,UAV communication loss contingency recovery contract,False,0,
crossref,doi:10.1017/cbo9781316162378.003,,Relevant Statutory and Codified Provisions (in Translation),The Recovery of Non-Pecuniary Loss in European Contract Law,book-chapter,https://doi.org/10.1017/cbo9781316162378.003,UAV communication loss contingency recovery contract,False,0,
crossref,doi:10.1007/978-94-009-0429-3_14,1991,Safety Integrity Management Using Expert Systems,Failsafe Control Systems,book-chapter,https://doi.org/10.1007/978-94-009-0429-3_14,PX4 ArduPilot failsafe differential testing,False,0,
crossref,doi:10.1007/978-94-009-0429-3_2,1991,Software Fault Tolerance,Failsafe Control Systems,book-chapter,https://doi.org/10.1007/978-94-009-0429-3_2,PX4 ArduPilot failsafe differential testing,False,0,
crossref,doi:10.1017/cbo9781316162378.007,2015,The French awakening in the nineteenth century,The Recovery of Non-Pecuniary Loss in European Contract Law,book-chapter,https://doi.org/10.1017/cbo9781316162378.007,UAV communication loss contingency recovery contract,False,0,
crossref,doi:10.1017/cbo9781316162378.005,2015,Trapped in categories: On the history of compensation for immaterial damages in European contract law,The Recovery of Non-Pecuniary Loss in European Contract Law,book-chapter,https://doi.org/10.1017/cbo9781316162378.005,UAV communication loss contingency recovery contract,False,0,
openalex,https://openalex.org/W3170317991,2019,2020 NASA Technology Taxonomy,NASA STI Repository (National Aeronautics and Space Administration),article,http://hdl.handle.net/2060/20200000399,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.1109/icuas51884.2021.9476682,2021,2021 International Conference on Unmanned Aircraft Systems - Final program,,conference-paper,https://doi.org/10.1109/icuas51884.2021.9476682,PX4 ArduPilot recovery benchmark,False,0,
openalex,doi:10.3390/su18010461,2026,"A Comprehensive Review of Building the Resilience of Low-Altitude Logistics: Key Issues, Challenges, and Strategies",Sustainability,article,https://doi.org/10.3390/su18010461,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.1109/access.2020.2992341,2020,"A Comprehensive Review of the COVID-19 Pandemic and the Role of IoT, Drones, AI, Blockchain, and 5G in Managing its Impact",IEEE Access,article,https://doi.org/10.1109/access.2020.2992341,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.48550/arxiv.2307.00194,2023,A Requirements-Driven Platform for Validating Field Operations of Small Uncrewed Aerial Vehicles,arXiv (Cornell University),preprint,https://doi.org/10.48550/arxiv.2307.00194,UAV autopilot failsafe configuration testing fuzzing,False,0,
openalex,doi:10.3390/s24113349,2024,A Review on the State of the Art in Copter Drones and Flight Control Systems,Sensors,article,https://doi.org/10.3390/s24113349,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.32604/cmc.2022.019419,2021,A Secure Communication Protocol for Unmanned Aerial Vehicles,"Computers, materials & continua/Computers, materials & continua (Print)",article,https://doi.org/10.32604/cmc.2022.019419,PX4 ArduPilot recovery benchmark,False,0,
openalex,doi:10.2514/6.2026-2892,2026,A Survey of Security Challenges and Solutions for UAS Traffic Management (UTM) and Small Unmanned Aerial Systems (sUAS),,conference-paper,https://doi.org/10.2514/6.2026-2892,UAV autopilot failsafe configuration testing fuzzing,False,0,
openalex,doi:10.70470/shifra/2025/001,2025,A Survey on Artificial Intelligence and Blockchain Applications in Cybersecurity for Smart Cities,Shifra.,article,https://doi.org/10.70470/shifra/2025/001,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.20944/preprints202603.0528.v1,2026,A Survey-Driven Framework for Autonomous Mobile Robot Navigation Systems: The Perception–Cognition–Operation (PCO) Approach,Preprints.org,preprint,https://doi.org/10.20944/preprints202603.0528.v1,PX4 ArduPilot recovery benchmark,False,0,
openalex,doi:10.3390/drones6070184,2022,A Unified Airspace Risk Management Framework for UAS Operations,Drones,article,https://doi.org/10.3390/drones6070184,UAV communication loss contingency recovery contract,False,0,
openalex,https://openalex.org/W2143256764,2005,A decision support model for valuing proposed improvements in component reliability,Calhoun: The Naval Postgraduate School Institutional Archive (Naval Postgraduate School),report,http://hdl.handle.net/10945/366,UAV communication loss contingency recovery contract,False,0,
openalex,https://openalex.org/W7112602710,2023,AERO: A Neo-Darwinian Approach to Time-Energy Optimal Behavioral Robotics,Digital Access to Scholarship at Harvard (DASH) (Harvard University),dissertation,https://nrs.harvard.edu/URN-3:HUL.INSTREPOS:37374997,PX4 ArduPilot recovery benchmark,False,0,
openalex,doi:10.3390/app16094187,2026,Adaptive Data-Driven Control of Autonomous Underwater Vehicles: Bridging the Gap Between Simulation and Experimental Baseline via LSTM-MPC,Applied Sciences,article,https://doi.org/10.3390/app16094187,PX4 ArduPilot recovery benchmark,False,0,
openalex,doi:10.3390/batteries11110426,2025,"Advances in Battery Modeling and Management Systems: A Comprehensive Review of Techniques, Challenges, and Future Perspectives",Batteries,article,https://doi.org/10.3390/batteries11110426,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.30657/pea.2021.27.10,2021,Agri-Food 4.0 and Innovations: Revamping the Supply Chain Operations,Production Engineering Archives,article,https://doi.org/10.30657/pea.2021.27.10,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.1109/access.2019.2933661,2019,An Adaptive Whale Optimization Algorithm Using Gaussian Distribution Strategies and Its Application in Heterogeneous UCAVs Task Allocation,IEEE Access,article,https://doi.org/10.1109/access.2019.2933661,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.5120/ijca2017915964,2017,An Autonomous Unmanned Aerial Security Surveillance System to Enhance Security in Remote Territories,International Journal of Computer Applications,article,https://doi.org/10.5120/ijca2017915964,UAV autopilot failsafe configuration testing fuzzing,False,0,
openalex,doi:10.1145/3597503.3639186,2024,An Exploratory Investigation of Log Anomalies in Unmanned Aerial Vehicles,,conference-paper,https://doi.org/10.1145/3597503.3639186,UAV autopilot failsafe configuration testing fuzzing,False,0,
openalex,https://openalex.org/W7172474767,2026,Anomaly management in unmanned aerial vehicles: A systematic literature review,Singapore Management University Institutional Knowledge (InK) (Singapore Management University),review,https://ink.library.smu.edu.sg/sis_research/11148,PX4 ArduPilot recovery benchmark,False,0,
openalex,doi:10.21203/rs.3.rs-3668418/v1,2023,Applying Formal Methods to Build a Safe Continuous-Control Architecture for an Unmanned Aerial Vehicle,Research Square,preprint,https://doi.org/10.21203/rs.3.rs-3668418/v1,UAV autopilot failsafe configuration testing fuzzing,False,0,
openalex,doi:10.1007/s10515-024-00462-9,2024,Automated system-level testing of unmanned aerial systems,Automated Software Engineering,article,https://doi.org/10.1007/s10515-024-00462-9,UAV autopilot failsafe configuration testing fuzzing,False,0,
openalex,doi:10.5281/zenodo.7687699,2022,BUBBLES Validation Report,Zenodo (CERN European Organization for Nuclear Research),report,https://doi.org/10.5281/zenodo.7687699,multicopter failsafe behaviour conformance testing simulation,False,0,
openalex,doi:10.1007/s43926-025-00232-3,2025,Backscatter communication and multi-agent reinforcement learning enable low-power digital twin system for rural elderly care,Discover Internet of Things,article,https://doi.org/10.1007/s43926-025-00232-3,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.3390/bdcc4040040,2020,Big Data and Actuarial Science,Big Data and Cognitive Computing,article,https://doi.org/10.3390/bdcc4040040,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.1109/icuas.2015.7152300,2015,Certification considerations for adaptive systems,,conference-paper,https://doi.org/10.1109/icuas.2015.7152300,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.3390/jmse12060919,2024,Comprehensive Analysis of Maritime Cybersecurity Landscape Based on the NIST CSF v2.0,Journal of Marine Science and Engineering,article,https://doi.org/10.3390/jmse12060919,UAV communication loss contingency recovery contract,False,0,
openalex,https://openalex.org/W3024624663,2019,Control architecture and path planning for quadcopters in formation,UTS ePRESS (University of Technology Sydney),dissertation,http://hdl.handle.net/10453/135999,UAV autopilot failsafe configuration testing fuzzing,False,0,
openalex,https://openalex.org/W7125356201,2025,Contrôle par apprentissage par renforcement d'un drone à voilure fixe sous perturbations de vent,HAL (Le Centre pour la Communication Scientifique Directe),dissertation,https://theses.hal.science/tel-05467318,PX4 ArduPilot recovery benchmark,False,0,
openalex,doi:10.1002/dac.5545,2023,Convolutional neural network and unmanned aerial vehicle‐based public safety framework for human life protection,International Journal of Communication Systems,article,https://doi.org/10.1002/dac.5545,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.3390/rs12061001,2020,Current Practices in UAS-based Environmental Monitoring,Remote Sensing,article,https://doi.org/10.3390/rs12061001,PX4 ArduPilot recovery benchmark,False,0,
openalex,doi:10.37868/dss.v7.id327,2026,Cyber-electronic warfare threats to UAS: comparative analysis and adaptive resilience framework,Defense and Security Studies,article,https://doi.org/10.37868/dss.v7.id327,UAV autopilot failsafe configuration testing fuzzing,False,0,
openalex,doi:10.3390/jcp5020016,2025,Decentralized Blockchain-Based Authentication and Interplanetary File System-Based Data Management Protocol for Internet of Things Using Ascon,Journal of Cybersecurity and Privacy,article,https://doi.org/10.3390/jcp5020016,PX4 ArduPilot recovery benchmark,False,0,
openalex,https://openalex.org/W2941449765,2018,Design and implementation of a model predictive control on a pixhawk flight controller.,SUNScholar (Stellenbosch University),dissertation,http://hdl.handle.net/10019.1/105078,UAV autopilot failsafe configuration testing fuzzing,False,0,
openalex,doi:10.3390/buildings14072110,2024,Digital Management Methodology for Building Production Optimization through Digital Twin and Artificial Intelligence Integration,Buildings,article,https://doi.org/10.3390/buildings14072110,UAV communication loss contingency recovery contract,False,0,
openalex,doi:10.1007/s11069-021-05190-x,2022,"Digital twin-driven intelligence disaster prevention and mitigation for infrastructure: advances, challenges, and opportunities",Natural Hazards,article,https://doi.org/10.1007/s11069-021-05190-x,PX4 ArduPilot recovery benchmark,False,0,
openalex,doi:10.17918/00011406,2026,Drone emergency response data collection system,,dissertation,https://doi.org/10.17918/00011406,PX4 ArduPilot recovery benchmark,False,0,
